2026/09/16 03:59:28.120, 0, 0, 1, 49140
2026/09/16 03:59:28.629, 0, 0, 1, 49140
2026/09/16 03:59:29.129, 0, 0, 1, 49140
2026/09/16 03:59:29.631, 0, 0, 1, 49140
2026/09/16 03:59:30.131, 0, 0, 1, 49140
2026/09/16 03:59:30.631, 0, 0, 1, 49140
2026/09/16 03:59:31.131, 0, 0, 2, 49140
2026/09/16 03:59:31.638, 0, 0, 5, 49140
2026/09/16 03:59:32.138, 0, 0, 5, 49140
2026/09/16 03:59:32.639, 0, 0, 5, 49140
2026/09/16 03:59:33.139, 0, 0, 5, 49140
2026/09/16 03:59:33.639, 0, 0, 5, 49140
2026/09/16 03:59:34.139, 0, 0, 5, 49140
2026/09/16 03:59:34.640, 0, 0, 5, 49140
2026/09/16 03:59:35.140, 0, 0, 19, 49140
2026/09/16 03:59:35.746, 0, 0, 374, 49140
2026/09/16 03:59:36.246, 0, 0, 380, 49140
2026/09/16 03:59:36.746, 0, 1, 382, 49140
2026/09/16 03:59:37.247, 0, 1, 404, 49140
2026/09/16 03:59:37.747, 0, 0, 440, 49140
2026/09/16 03:59:38.247, 0, 0, 472, 49140
2026/09/16 03:59:38.748, 0, 11, 472, 49140
2026/09/16 03:59:39.248, 0, 11, 472, 49140
2026/09/16 03:59:39.748, 0, 10, 472, 49140
2026/09/16 03:59:40.248, 0, 10, 472, 49140
2026/09/16 03:59:40.749, 0, 9, 474, 49140
2026/09/16 03:59:41.250, 0, 9, 474, 49140
2026/09/16 03:59:41.750, 0, 9, 474, 49140
2026/09/16 03:59:42.250, 0, 9, 474, 49140
2026/09/16 03:59:42.750, 0, 7, 474, 49140
2026/09/16 03:59:43.251, 0, 7, 474, 49140
2026/09/16 03:59:43.751, 0, 7, 474, 49140
2026/09/16 03:59:44.251, 0, 7, 474, 49140
2026/09/16 03:59:44.751, 0, 7, 474, 49140
2026/09/16 03:59:45.252, 0, 7, 474, 49140
2026/09/16 03:59:45.752, 0, 8, 480, 49140
2026/09/16 03:59:46.253, 0, 8, 480, 49140
2026/09/16 03:59:46.753, 0, 9, 480, 49140
2026/09/16 03:59:47.253, 0, 9, 480, 49140
2026/09/16 03:59:47.753, 0, 8, 480, 49140
2026/09/16 03:59:48.253, 0, 8, 480, 49140
2026/09/16 03:59:48.754, 0, 8, 480, 49140
2026/09/16 03:59:49.254, 0, 8, 480, 49140
2026/09/16 03:59:49.758, 0, 7, 480, 49140
2026/09/16 03:59:50.258, 0, 7, 480, 49140
2026/09/16 03:59:50.759, 0, 7, 480, 49140
2026/09/16 03:59:51.259, 0, 7, 480, 49140
2026/09/16 03:59:51.759, 0, 9, 480, 49140
2026/09/16 03:59:52.259, 0, 9, 480, 49140
2026/09/16 03:59:52.760, 0, 9, 480, 49140
2026/09/16 03:59:53.260, 0, 9, 480, 49140
2026/09/16 03:59:53.760, 0, 9, 480, 49140
2026/09/16 03:59:54.261, 0, 9, 480, 49140
2026/09/16 03:59:54.761, 0, 9, 480, 49140
2026/09/16 03:59:55.262, 0, 9, 480, 49140
2026/09/16 03:59:55.762, 0, 9, 480, 49140
2026/09/16 03:59:56.263, 0, 9, 480, 49140
2026/09/16 03:59:56.763, 0, 7, 480, 49140
2026/09/16 03:59:57.263, 0, 7, 480, 49140
2026/09/16 03:59:57.763, 0, 7, 480, 49140
2026/09/16 03:59:58.264, 0, 7, 480, 49140
2026/09/16 03:59:58.764, 0, 7, 480, 49140
2026/09/16 03:59:59.264, 0, 7, 480, 49140
2026/09/16 03:59:59.764, 0, 8, 480, 49140
2026/09/16 04:00:00.265, 0, 8, 480, 49140
2026/09/16 04:00:00.765, 0, 8, 480, 49140
2026/09/16 04:00:01.265, 0, 8, 480, 49140
2026/09/16 04:00:01.765, 0, 7, 480, 49140
2026/09/16 04:00:02.266, 0, 7, 480, 49140
2026/09/16 04:00:02.766, 0, 7, 480, 49140
2026/09/16 04:00:03.266, 0, 7, 480, 49140
2026/09/16 04:00:03.766, 0, 7, 480, 49140
2026/09/16 04:00:04.267, 0, 7, 480, 49140
2026/09/16 04:00:04.767, 0, 7, 480, 49140
2026/09/16 04:00:05.275, 0, 7, 2552, 49140
2026/09/16 04:00:05.775, 0, 0, 2552, 49140
2026/09/16 04:00:06.276, 0, 0, 2552, 49140
2026/09/16 04:00:06.776, 0, 0, 2552, 49140
2026/09/16 04:00:07.276, 0, 0, 2552, 49140
2026/09/16 04:00:07.776, 0, 0, 2552, 49140
2026/09/16 04:00:08.277, 0, 0, 2552, 49140
2026/09/16 04:00:08.780, 0, 0, 2552, 49140
