2026/09/16 03:46:10.633, 0, 0, 1, 49140
2026/09/16 03:46:11.139, 0, 0, 1, 49140
2026/09/16 03:46:11.640, 0, 0, 1, 49140
2026/09/16 03:46:12.140, 0, 0, 1, 49140
2026/09/16 03:46:12.640, 0, 0, 1, 49140
2026/09/16 03:46:13.140, 0, 0, 1, 49140
2026/09/16 03:46:13.641, 0, 0, 5, 49140
2026/09/16 03:46:14.142, 0, 0, 5, 49140
2026/09/16 03:46:14.642, 0, 0, 5, 49140
2026/09/16 03:46:15.142, 0, 0, 5, 49140
2026/09/16 03:46:15.642, 0, 0, 5, 49140
2026/09/16 03:46:16.143, 0, 0, 5, 49140
2026/09/16 03:46:16.643, 0, 0, 5, 49140
2026/09/16 03:46:17.143, 0, 0, 318, 49140
2026/09/16 03:46:17.643, 0, 10, 322, 49140
2026/09/16 03:46:18.143, 0, 10, 380, 49140
2026/09/16 03:46:18.644, 0, 0, 384, 49140
2026/09/16 03:46:19.144, 0, 0, 402, 49140
2026/09/16 03:46:19.644, 0, 0, 470, 49140
2026/09/16 03:46:20.144, 0, 0, 470, 49140
2026/09/16 03:46:20.644, 0, 18, 470, 49140
2026/09/16 03:46:21.145, 0, 18, 470, 49140
2026/09/16 03:46:21.645, 0, 18, 470, 49140
2026/09/16 03:46:22.147, 0, 18, 470, 49140
2026/09/16 03:46:22.647, 0, 18, 470, 49140
2026/09/16 03:46:23.147, 0, 18, 470, 49140
2026/09/16 03:46:23.648, 0, 17, 498, 49140
2026/09/16 03:46:24.148, 0, 17, 498, 49140
2026/09/16 03:46:24.648, 0, 20, 498, 49140
2026/09/16 03:46:25.148, 0, 20, 498, 49140
2026/09/16 03:46:25.648, 0, 21, 498, 49140
2026/09/16 03:46:26.149, 0, 21, 498, 49140
2026/09/16 03:46:26.649, 0, 18, 498, 49140
2026/09/16 03:46:27.149, 0, 18, 498, 49140
2026/09/16 03:46:27.649, 0, 17, 498, 49140
2026/09/16 03:46:28.150, 0, 17, 498, 49140
2026/09/16 03:46:28.650, 0, 18, 498, 49140
2026/09/16 03:46:29.151, 0, 18, 498, 49140
2026/09/16 03:46:29.651, 0, 17, 498, 49140
2026/09/16 03:46:30.151, 0, 17, 498, 49140
2026/09/16 03:46:30.651, 0, 17, 498, 49140
2026/09/16 03:46:31.152, 0, 17, 498, 49140
2026/09/16 03:46:31.652, 0, 17, 498, 49140
2026/09/16 03:46:32.152, 0, 17, 498, 49140
2026/09/16 03:46:32.652, 0, 21, 500, 49140
2026/09/16 03:46:33.152, 0, 21, 500, 49140
2026/09/16 03:46:33.652, 0, 11, 500, 49140
2026/09/16 03:46:34.153, 0, 11, 500, 49140
2026/09/16 03:46:34.653, 0, 20, 500, 49140
2026/09/16 03:46:35.153, 0, 20, 500, 49140
2026/09/16 03:46:35.653, 0, 18, 500, 49140
2026/09/16 03:46:36.154, 0, 18, 500, 49140
2026/09/16 03:46:36.654, 0, 17, 500, 49140
2026/09/16 03:46:37.154, 0, 17, 5428, 49140
2026/09/16 03:46:37.654, 0, 0, 5428, 49140
2026/09/16 03:46:38.154, 0, 0, 5428, 49140
2026/09/16 03:46:38.655, 0, 0, 5428, 49140
2026/09/16 03:46:39.157, 0, 0, 5428, 49140
2026/09/16 03:46:39.657, 0, 0, 5428, 49140
2026/09/16 03:46:40.157, 0, 0, 5428, 49140
2026/09/16 03:46:40.663, 0, 0, 5428, 49140
2026/09/16 03:46:42.072, 0, 0, 5428, 49140
