2026/09/16 03:34:51.144, 0, 0, 1, 49140
2026/09/16 03:34:51.652, 0, 0, 1, 49140
2026/09/16 03:34:52.152, 0, 0, 1, 49140
2026/09/16 03:34:52.652, 0, 0, 1, 49140
2026/09/16 03:34:53.152, 0, 0, 1, 49140
2026/09/16 03:34:53.653, 0, 0, 1, 49140
2026/09/16 03:34:54.153, 0, 0, 5, 49140
2026/09/16 03:34:54.653, 0, 0, 5, 49140
2026/09/16 03:34:55.153, 0, 0, 5, 49140
2026/09/16 03:34:55.654, 0, 0, 5, 49140
2026/09/16 03:34:56.154, 0, 0, 5, 49140
2026/09/16 03:34:56.654, 0, 0, 5, 49140
2026/09/16 03:34:57.154, 0, 0, 5, 49140
2026/09/16 03:34:57.654, 0, 0, 318, 49140
2026/09/16 03:34:58.154, 0, 1, 324, 49140
2026/09/16 03:34:58.655, 0, 1, 380, 49140
2026/09/16 03:34:59.155, 0, 0, 380, 49140
2026/09/16 03:34:59.655, 0, 0, 380, 49140
2026/09/16 03:35:00.155, 0, 0, 380, 49140
2026/09/16 03:35:00.656, 0, 0, 380, 49140
2026/09/16 03:35:01.156, 0, 0, 380, 49140
